FID,id,tunnus,kadunnimi,puistonnimi,paatyyppi,suomenknimi,suku,laji,kokoluokka,istutusvuosi,datanomistaja,paivitetty_tietopalveluun,geom
Puurekisteri_piste.8536,8536,P-42005-949,,KAIVOPUISTO,Puisto,TERVALEPPÄ,Alnus,glutinosa,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.95440816613239 60.15775322161089)
Puurekisteri_piste.24452,24452,K-39899,SOLVIKINKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.15459488221312 60.20247949992652)
Puurekisteri_piste.50733,50733,P-53001-38,,KULOSAAREN KIRKKOPUISTO,Puisto,METSÄMÄNTY,Pinus,sylvestris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.01083485892304 60.18418482354508)
Puurekisteri_piste.51224,51224,P-33113-26,,HIETANIEMI (METSÄ OSUUS),Puisto,ISORIIPPASALAVA,Salix,x rubens 'Lasipalatsi',0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.908680404043416 60.17478208446795)
Puurekisteri_piste.51225,51225,P-33113-27,,HIETANIEMI (METSÄ OSUUS),Puisto,ISORIIPPASALAVA,Salix,x rubens 'Lasipalatsi',0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.908667234374413 60.17478343029151)
Puurekisteri_piste.51226,51226,P-33113-28,,HIETANIEMI (METSÄ OSUUS),Puisto,ISORIIPPASALAVA,Salix,x rubens 'Lasipalatsi',0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.908664212651654 60.17480872721253)
Puurekisteri_piste.94895,94895,X-556,,,Täydennys,RIIPPAKELTAPAJU,Salix,Vitellina Tristis,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.958244800248526 60.21958781168655)
Puurekisteri_piste.51230,51230,P-24042-16,,HÄRKÄHAKA,Puisto,PILVIKIRSIKKA,Prunus,pensylvanica,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.877258017307057 60.19441063120262)
Puurekisteri_piste.51231,51231,P-33224-5,,KAUPUNGINTEATTERIN VÄLIPUISTO,Puisto,AITAORAPIHLAJA,Crataegus,grayana,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.945481226625137 60.18106681916177)
Puurekisteri_piste.51232,51232,P-33224-6,,KAUPUNGINTEATTERIN VÄLIPUISTO,Puisto,AITAORAPIHLAJA,Crataegus,grayana,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.945441982443473 60.18106817356626)
Puurekisteri_piste.51234,51234,P-33023-11,,TARJA HALOSEN PUISTO,Puisto,KOIVU,Betula,sp.,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94052743831547 60.181811641319456)
Puurekisteri_piste.51235,51235,P-33023-12,,TARJA HALOSEN PUISTO,Puisto,KOIVU,Betula,sp.,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.940503107809924 60.18183930355844)
Puurekisteri_piste.51236,51236,P-33023-13,,TARJA HALOSEN PUISTO,Puisto,KOIVU,Betula,sp.,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94047538974418 60.18186392967207)
Puurekisteri_piste.51237,51237,P-22008-1,,LAHNALAHDENPUISTO,Puisto,ORAPIHLAJA,Crataegus,sp.,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.87780256680605 60.16242119054748)
Puurekisteri_piste.51238,51238,P-22008-2,,LAHNALAHDENPUISTO,Puisto,ORAPIHLAJA,Crataegus,sp.,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.87765637926616 60.16243598331431)
Puurekisteri_piste.51239,51239,P-22008-3,,LAHNALAHDENPUISTO,Puisto,ORAPIHLAJA,Crataegus,sp.,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.87755148685059 60.162448765134265)
Puurekisteri_piste.51240,51240,P-22008-4,,LAHNALAHDENPUISTO,Puisto,ORAPIHLAJA,Crataegus,sp.,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.87761511948882 60.16246733607142)
Puurekisteri_piste.52631,52631,P-24014-10,,Leikkipuisto MUNKKI,Puisto,METSÄTAMMI,Quercus,robur,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.87236445586001 60.199700625455144)
Puurekisteri_piste.52632,52632,P-24014-11,,Leikkipuisto MUNKKI,Puisto,METSÄTAMMI,Quercus,robur,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.872331853160066 60.199666550153495)
Puurekisteri_piste.2042,2042,K-3034,TURUNVÄYLÄ,,Katu,RAUDUSKOIVU,Betula,pendula,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.8758203770767 60.203101125005134)
Puurekisteri_piste.2914,2914,P-43023-35,,LIISANPUISTIKKO,Puisto,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.960187886384013 60.17403576635225)
Puurekisteri_piste.2915,2915,P-43023-36,,LIISANPUISTIKKO,Puisto,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.960292215225053 60.174067348940824)
Puurekisteri_piste.1774,1774,P-42005-381,,KAIVOPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.955380410199595 60.15424674040726)
Puurekisteri_piste.1775,1775,P-42005-382,,KAIVOPUISTO,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.954809278856967 60.15436382365041)
Puurekisteri_piste.1776,1776,P-42005-383,,KAIVOPUISTO,Puisto,ISOLEHTILEHMUS,Tilia,platyphyllos,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.954698550285897 60.15439993402699)
Puurekisteri_piste.1777,1777,P-42005-384,,KAIVOPUISTO,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.954576524442565 60.15444055821018)
Puurekisteri_piste.1778,1778,P-42005-385,,KAIVOPUISTO,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.954454942509667 60.15447892576915)
Puurekisteri_piste.1779,1779,P-33003-16,,VANHA KIRKKOPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94102259350264 60.16586619516703)
Puurekisteri_piste.1584,1584,K-3781,LINNANKOSKENKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.9207508095208 60.185611082431045)
Puurekisteri_piste.2547,2547,K-2843,HUOPALAHDENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.88279779693849 60.20097121930737)
Puurekisteri_piste.3152,3152,K-3110,SEURASAARENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.88484235176213 60.188297505138934)
Puurekisteri_piste.3153,3153,K-3111,SEURASAARENTIE,,Katu,TERVALEPPÄ,Alnus,glutinosa,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.884932615109232 60.18832894301109)
Puurekisteri_piste.3155,3155,K-2661,MUNKKINIEMEN PUISTOTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.876267892484904 60.198311255352635)
Puurekisteri_piste.3156,3156,P-42005-496,,KAIVOPUISTO,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.95342813473509 60.15481405645482)
Puurekisteri_piste.3157,3157,P-33003-108,,VANHA KIRKKOPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.938855596746293 60.16562973502889)
Puurekisteri_piste.3160,3160,K-3151,RAMSAYNRANTA,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.88481703242766 60.195000519865616)
Puurekisteri_piste.3161,3161,K-3152,RAMSAYNRANTA,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.884787335716478 60.19495644316367)
Puurekisteri_piste.3162,3162,K-3153,RAMSAYNRANTA,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.88474592676125 60.19490751661728)
Puurekisteri_piste.3163,3163,K-3155,RAMSAYNRANTA,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.884660763878536 60.19481136817376)
Puurekisteri_piste.3164,3164,P-33003-20,,VANHA KIRKKOPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.940679305061852 60.16574644846444)
Puurekisteri_piste.3165,3165,P-33003-21,,VANHA KIRKKOPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94058776364429 60.16571679882898)
Puurekisteri_piste.3166,3166,P-33003-22,,VANHA KIRKKOPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94049851022548 60.16568486545736)
Puurekisteri_piste.3169,3169,K-2550,RATSASTIE,,Katu,HARMAALEPPÄ,Alnus,incana,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.90646549529289 60.197381518785285)
Puurekisteri_piste.3170,3170,K-2551,RATSASTIE,,Katu,HARMAALEPPÄ,Alnus,incana,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.906559875839456 60.19738587349197)
Puurekisteri_piste.3171,3171,K-2552,RATSASTIE,,Katu,HARMAALEPPÄ,Alnus,incana,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.90735033545675 60.197403965840714)
Puurekisteri_piste.2396,2396,P-32041-61,,NEITSYTPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.950470892659215 60.15896544318147)
Puurekisteri_piste.2398,2398,P-32041-63,,NEITSYTPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.950541221205004 60.158879122176266)
Puurekisteri_piste.2399,2399,P-32041-64,,NEITSYTPUISTO,Puisto,VUORIJALAVA,Ulmus,glabra,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.950140813869528 60.15892163315827)
Puurekisteri_piste.2401,2401,P-32041-66,,NEITSYTPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94998531950642 60.15891069628767)
Puurekisteri_piste.2403,2403,K-5344,SILTASAARENKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94976978055782 60.17868584348861)
Puurekisteri_piste.2405,2405,P-42005-13,,KAIVOPUISTO,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.95778227131007 60.15539048648401)
Puurekisteri_piste.2406,2406,P-42005-14,,KAIVOPUISTO,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.95794903778574 60.15537314765329)
Puurekisteri_piste.1294,1294,K-7535,BULEVARDI,,Katu,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.937356971259668 60.16437961672705)
Puurekisteri_piste.1295,1295,K-7537,BULEVARDI,,Katu,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.939973328799017 60.16528666638213)
Puurekisteri_piste.1296,1296,K-7538,BULEVARDI,,Katu,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.939828313417653 60.16523866945913)
Puurekisteri_piste.1298,1298,K-1007,RATAMESTARINKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.940714018169707 60.1975432960616)
Puurekisteri_piste.1299,1299,K-5427,SILTAVUORENRANTA,,Katu,VUORIJALAVA,Ulmus,glabra,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.954712720307548 60.176611633966054)
Puurekisteri_piste.28023,28023,K-44259,KIVIKONKAARI,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.056627673991386 60.231971349129694)
Puurekisteri_piste.28025,28025,K-34255,KOSKELANTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.956667031686933 60.21277375662252)
Puurekisteri_piste.28027,28027,K-34263,KOSKELANTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.957205674711858 60.21299125955957)
Puurekisteri_piste.1460,1460,K-1740,MÄKELÄNKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.958475963200517 60.19368865361316)
Puurekisteri_piste.1461,1461,K-1311,PASILANRAITIO,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.925295107515133 60.19865839067066)
Puurekisteri_piste.2415,2415,P-42005-38,,KAIVOPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.957975123106053 60.155002909742116)
Puurekisteri_piste.611,611,K-1165,PASILANRAITIO,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.925422671771184 60.20056303199205)
Puurekisteri_piste.612,612,K-1166,PASILANRAITIO,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.92545367444513 60.20050038336233)
Puurekisteri_piste.617,617,P-42005-73,,KAIVOPUISTO,Puisto,VUORIJALAVA,Ulmus,glabra,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.957816499664357 60.15438426095366)
Puurekisteri_piste.618,618,P-33004-2,,LÖNNROTIN PUISTIKKO,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.939272852290394 60.1668405078427)
Puurekisteri_piste.619,619,P-33004-3,,LÖNNROTIN PUISTIKKO,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.939205098146 60.166892246710944)
Puurekisteri_piste.2789,2789,P-42005-592,,KAIVOPUISTO,Puisto,VUORIJALAVA,Ulmus,glabra,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.95755908520519 60.15782291443469)
Puurekisteri_piste.2790,2790,P-42005-593,,KAIVOPUISTO,Puisto,VUORIJALAVA,Ulmus,glabra,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.95691724010521 60.157534767002105)
Puurekisteri_piste.2791,2791,P-42005-594,,KAIVOPUISTO,Puisto,TERVALEPPÄ,Alnus,glutinosa,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.956959686576056 60.15751474929889)
Puurekisteri_piste.2792,2792,P-42005-595,,KAIVOPUISTO,Puisto,TERVALEPPÄ,Alnus,glutinosa,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.957070558623023 60.15750989367365)
Puurekisteri_piste.2794,2794,K-2563,MUNKKINIEMENRANTA,,Katu,HOPEASALAVA,Salix,alba,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.86098683972848 60.1994531154346)
Puurekisteri_piste.2795,2795,K-2565,MUNKKINIEMENRANTA,,Katu,HOPEASALAVA,Salix,alba,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.86131832417181 60.19939707874865)
Puurekisteri_piste.2799,2799,P-42005-202,,KAIVOPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.959579930499935 60.15564431311673)
Puurekisteri_piste.2864,2864,P-42005-264,,KAIVOPUISTO,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.957797970892578 60.15683906768852)
Puurekisteri_piste.3833,3833,K-288,KUSTAA VAASAN TIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.971275414033187 60.21356159022924)
Puurekisteri_piste.3834,3834,K-2880,HUOPALAHDENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.882718512928527 60.20045897714951)
Puurekisteri_piste.3835,3835,K-2881,HUOPALAHDENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.882679686767947 60.200512189491036)
Puurekisteri_piste.3836,3836,P-33003-47,,VANHA KIRKKOPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.939770340247676 60.16621532000336)
Puurekisteri_piste.3837,3837,P-33003-48,,VANHA KIRKKOPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.939862419685543 60.16614456215782)
Puurekisteri_piste.3838,3838,P-33016-328,,KAISANIEMENPUISTO,Puisto,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94880605067198 60.17402712952453)
Puurekisteri_piste.3839,3839,P-33016-329,,KAISANIEMENPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.94919671758464 60.17407654293296)
Puurekisteri_piste.554,554,K-1766,MÄKELÄNKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.96019678273219 60.192955587152916)
Puurekisteri_piste.2453,2453,P-33003-75,,VANHA KIRKKOPUISTO,Puisto,HEVOSKASTANJA,Aesculus,hippocastanum,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.938541508094378 60.1662644113121)
Puurekisteri_piste.227,227,K-207,MÄKELÄNKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94537952693959 60.20579743718932)
Puurekisteri_piste.229,229,K-4654,ALEKSIS KIVEN KATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.96100898969041 60.18941153806017)
Puurekisteri_piste.3773,3773,K-6611,ARKADIANKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.92343864483982 60.1714471048219)
Puurekisteri_piste.3774,3774,K-3383,RAJASAARENTIE,,Katu,RAUDUSKOIVU,Betula,pendula,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.914886653038998 60.18345930866163)
Puurekisteri_piste.3779,3779,P-43023-20,,LIISANPUISTIKKO,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.961028753546746 60.17382741422164)
Puurekisteri_piste.3780,3780,P-43023-21,,LIISANPUISTIKKO,Puisto,METSÄVAAHTERA,Acer,platanoides,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.96088600593677 60.17381729222919)
Puurekisteri_piste.3782,3782,P-43023-23,,LIISANPUISTIKKO,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.961003951550627 60.173925682761066)
Puurekisteri_piste.3783,3783,P-43023-24,,LIISANPUISTIKKO,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.9609972444211 60.17399909937972)
Puurekisteri_piste.1059,1059,K-2705,TAMMITIE,,Katu,METSÄTAMMI,Quercus,robur,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.877696061211328 60.19401009222396)
Puurekisteri_piste.1060,1060,K-2706,TAMMITIE,,Katu,METSÄTAMMI,Quercus,robur,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.877913023235745 60.19405786809981)
Puurekisteri_piste.1061,1061,K-2707,TAMMITIE,,Katu,METSÄTAMMI,Quercus,robur,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.878326194339362 60.194150740213935)
Puurekisteri_piste.1062,1062,K-2708,TAMMITIE,,Katu,METSÄTAMMI,Quercus,robur,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.87962674104575 60.19445363546013)
Puurekisteri_piste.1064,1064,K-3826,URHEILUKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.92472148641841 60.18477523791227)
Puurekisteri_piste.370,370,K-2943,,,Katu,RAUDUSKOIVU,Betula,pendula,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.8808343777516 60.2022369678012)
Puurekisteri_piste.371,371,P-42005-34,,KAIVOPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.958413353545694 60.15483320325556)
Puurekisteri_piste.372,372,P-42005-663,,KAIVOPUISTO,Puisto,METSÄMÄNTY,Pinus,sylvestris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.953512706386483 60.15652588338493)
Puurekisteri_piste.373,373,P-42005-664,,KAIVOPUISTO,Puisto,METSÄMÄNTY,Pinus,sylvestris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.953559045743447 60.15656620618918)
Puurekisteri_piste.374,374,P-42005-665,,KAIVOPUISTO,Puisto,METSÄMÄNTY,Pinus,sylvestris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.953475507631108 60.15655108014852)
Puurekisteri_piste.376,376,K-3134,MEILAHDENTIE,,Katu,PILARITERVALEPPÄ,Alnus,glutinosa,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.88928332741195 60.191704306062476)
Puurekisteri_piste.377,377,K-3135,MEILAHDENTIE,,Katu,PILARITERVALEPPÄ,Alnus,glutinosa,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.889410589060855 60.19170119470603)
Puurekisteri_piste.443,443,K-3839,HELSINGINKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.92839169776708 60.18227850080946)
Puurekisteri_piste.1338,1338,K-5163,SÖRNÄISTEN RANTATIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.96041453748322 60.18119463715192)
Puurekisteri_piste.1339,1339,K-5164,SÖRNÄISTEN RANTATIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.96027399616374 60.18105457459485)
Puurekisteri_piste.30026,30026,K-47826,MANNERHEIMINTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.937753940127553 60.17029045095304)
Puurekisteri_piste.30027,30027,K-47827,MANNERHEIMINTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.937950216227097 60.1701540003961)
Puurekisteri_piste.30282,30282,K-37105,RESIINAKUJA,,Katu,VUORIJALAVA,Ulmus,glabra,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94204473429583 60.198144162997245)
Puurekisteri_piste.30284,30284,K-37109,RESIINAKUJA,,Katu,VUORIJALAVA,Ulmus,glabra,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.942177441674612 60.19816711822923)
Puurekisteri_piste.30286,30286,K-37113,RESIINAKUJA,,Katu,VUORIJALAVA,Ulmus,glabra,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.942403346671824 60.198172197225006)
Puurekisteri_piste.30288,30288,K-37117,RESIINAKUJA,,Katu,VUORIJALAVA,Ulmus,glabra,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.942529566760864 60.19819928180461)
Puurekisteri_piste.30290,30290,K-45120,KEVÄTKATU,,Katu,METSÄVAAHTERA,Acer,platanoides,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.028163133491994 60.22755225873637)
Puurekisteri_piste.30292,30292,K-45122,KEVÄTKATU,,Katu,METSÄVAAHTERA,Acer,platanoides,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.028579716179628 60.22747401526478)
Puurekisteri_piste.30293,30293,K-45123,KEVÄTKATU,,Katu,METSÄVAAHTERA,Acer,platanoides,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.028706310622464 60.22744932001642)
Puurekisteri_piste.30294,30294,K-45124,KEVÄTKATU,,Katu,METSÄVAAHTERA,Acer,platanoides,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.02883976756457 60.22742632434591)
Puurekisteri_piste.30295,30295,K-45125,KEVÄTKATU,,Katu,METSÄVAAHTERA,Acer,platanoides,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.028977560417847 60.22740494055646)
Puurekisteri_piste.30296,30296,K-45126,KEVÄTKATU,,Katu,METSÄVAAHTERA,Acer,platanoides,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.02911496966522 60.22737673573012)
Puurekisteri_piste.30298,30298,K-46899,KOTINUMMENTIE,,Katu,KOTIPIHLAJA,Sorbus,aucuparia,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.01469165718277 60.26573317671466)
Puurekisteri_piste.30299,30299,K-46900,KOTINUMMENTIE,,Katu,KOTIPIHLAJA,Sorbus,aucuparia,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.01456639243023 60.265646654568194)
Puurekisteri_piste.30301,30301,K-46902,KOTINUMMENTIE,,Katu,KOTIPIHLAJA,Sorbus,aucuparia,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.014311712324997 60.265474510363966)
Puurekisteri_piste.30302,30302,K-46903,KOTINUMMENTIE,,Katu,KOTIPIHLAJA,Sorbus,aucuparia,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.01415908599451 60.265358478678095)
