FID,id,tunnus,kadunnimi,puistonnimi,paatyyppi,suomenknimi,suku,laji,kokoluokka,istutusvuosi,datanomistaja,paivitetty_tietopalveluun,geom
Puurekisteri_piste.24469,24469,P-54037-809,,HERTTONIEMENKARTANO,Puisto,KUJASALAVA,Salix,x rubens,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.04630462159449 60.18896092405209)
Puurekisteri_piste.24470,24470,K-3627,MECHELININKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.91788841570169 60.17642652711375)
Puurekisteri_piste.24471,24471,K-3641,MECHELININKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.917197677106184 60.17787063991873)
Puurekisteri_piste.24472,24472,K-3658,MECHELININKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.916671057852128 60.179052764299826)
Puurekisteri_piste.24477,24477,P-33020-36,,TOKOINRANTA,Puisto,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94778160494532 60.17992591446211)
Puurekisteri_piste.24478,24478,P-33020-37,,TOKOINRANTA,Puisto,METSÄVAAHTERA,Acer,platanoides,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94782322578154 60.179979207634155)
Puurekisteri_piste.24479,24479,P-33020-38,,TOKOINRANTA,Puisto,METSÄVAAHTERA,Acer,platanoides,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.947712915038007 60.18001311655441)
Puurekisteri_piste.24480,24480,P-54108-26,,MARGAREETANPUISTO,Puisto,OMENAPUU,Malus,sp.,0 - 10 cm,2000,Helsinki/MAKA,2026-02-27,POINT (25.03769198093475 60.19031074102099)
Puurekisteri_piste.24481,24481,P-54108-27,,MARGAREETANPUISTO,Puisto,HEVOSKASTANJA,Aesculus,hippocastanum,10 - 20 cm,2000,Helsinki/MAKA,2026-02-27,POINT (25.037600344630718 60.190315690569)
Puurekisteri_piste.24482,24482,P-54108-28,,MARGAREETANPUISTO,Puisto,OMENAPUU,Malus,sp.,0 - 10 cm,2000,Helsinki/MAKA,2026-02-27,POINT (25.03773812724866 60.19026365215912)
Puurekisteri_piste.24483,24483,K-39103,HALKAISIJANTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.12784943464577 60.20245738468353)
Puurekisteri_piste.24484,24484,K-39104,HALKAISIJANTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.1277962381135 60.20251392257905)
Puurekisteri_piste.24485,24485,K-39105,HALKAISIJANTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.12772539065312 60.20257362937018)
Puurekisteri_piste.24486,24486,K-39106,HALKAISIJANTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.127668264185218 60.202636097062346)
Puurekisteri_piste.24487,24487,K-39107,HALKAISIJANTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.127604414486946 60.20269040767138)
Puurekisteri_piste.24488,24488,P-34020-265,,ALPPIPUISTO,Puisto,RAUDUSKOIVU,Betula,pendula,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.934670002481194 60.191768087237335)
Puurekisteri_piste.24489,24489,P-34020-266,,ALPPIPUISTO,Puisto,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.934635524091902 60.19178051199013)
Puurekisteri_piste.24490,24490,P-34020-267,,ALPPIPUISTO,Puisto,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.934654610336416 60.19180425618979)
Puurekisteri_piste.24491,24491,P-34020-75,,ALPPIPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.9366424822824 60.18887888487072)
Puurekisteri_piste.24492,24492,P-34020-76,,ALPPIPUISTO,Puisto,METSÄMÄNTY,Pinus,sylvestris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.936684129279634 60.18892240940814)
Puurekisteri_piste.24493,24493,P-34020-77,,ALPPIPUISTO,Puisto,METSÄMÄNTY,Pinus,sylvestris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.936534270268663 60.188909472266225)
Puurekisteri_piste.24494,24494,P-34020-78,,ALPPIPUISTO,Puisto,METSÄMÄNTY,Pinus,sylvestris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.936486413673315 60.18893642488314)
Puurekisteri_piste.24495,24495,P-34020-79,,ALPPIPUISTO,Puisto,KOTIPIHLAJA,Sorbus,aucuparia,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.936444832829434 60.18902970753416)
Puurekisteri_piste.24448,24448,K-39146,HARUSTIE,,Katu,HEVOSKASTANJA,Aesculus,hippocastanum,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.125921074156825 60.20342370487423)
Puurekisteri_piste.24449,24449,P-34047-21,,URHEILULEHTO,Puisto,LEHTOSAARNI,Fraxinus,excelsior,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.919483628195593 60.18926375647897)
Puurekisteri_piste.24450,24450,K-39897,SOLVIKINKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.154337166749045 60.20242206337116)
Puurekisteri_piste.24451,24451,K-39898,SOLVIKINKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.15447585418866 60.20245116827424)
Puurekisteri_piste.24453,24453,K-39900,SOLVIKINKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.154728138411297 60.202505472778235)
Puurekisteri_piste.24454,24454,K-39901,SOLVIKINKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.154865581632883 60.202537002804206)
Puurekisteri_piste.25072,25072,K-39649,LEIKOSAARENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.138842520223662 60.20280208828383)
Puurekisteri_piste.25073,25073,K-39650,LEIKOSAARENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.138966867928282 60.20281875727355)
Puurekisteri_piste.25074,25074,K-39651,LEIKOSAARENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.139097498684098 60.20283119738314)
Puurekisteri_piste.25075,25075,K-39652,LEIKOSAARENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.13921808992222 60.20285235997901)
Puurekisteri_piste.25076,25076,K-39653,LEIKOSAARENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.139329232137435 60.202862588147674)
Puurekisteri_piste.25078,25078,K-39655,LEIKOSAARENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.13955753407714 60.20289308664159)
Puurekisteri_piste.25079,25079,K-39656,LEIKOSAARENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.13968222757535 60.202907420802845)
Puurekisteri_piste.25080,25080,K-39657,LEIKOSAARENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.14039492802323 60.20297535187743)
Puurekisteri_piste.25081,25081,K-39658,LEIKOSAARENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.140534836573316 60.20297287615512)
Puurekisteri_piste.25082,25082,P-33045-320,,SIBELIUKSEN PUISTO (A),Puisto,RAUDUSKOIVU,Betula,pendula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.914333911124206 60.183179388904854)
Puurekisteri_piste.25083,25083,P-33045-321,,SIBELIUKSEN PUISTO (A),Puisto,RAUDUSKOIVU,Betula,pendula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.91422442914216 60.18314399866728)
Puurekisteri_piste.25084,25084,P-33045-322,,SIBELIUKSEN PUISTO (A),Puisto,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.91427601226041 60.183134791342205)
Puurekisteri_piste.25085,25085,P-33045-323,,SIBELIUKSEN PUISTO (A),Puisto,RAUDUSKOIVU,Betula,pendula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.914337810239886 60.1831469124291)
Puurekisteri_piste.25088,25088,P-33045-326,,SIBELIUKSEN PUISTO (A),Puisto,RAUDUSKOIVU,Betula,pendula,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.91430910987761 60.1830945606371)
Puurekisteri_piste.25089,25089,P-33045-327,,SIBELIUKSEN PUISTO (A),Puisto,METSÄMÄNTY,Pinus,sylvestris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.91440352389564 60.18303857920818)
Puurekisteri_piste.25090,25090,P-33045-328,,SIBELIUKSEN PUISTO (A),Puisto,RAUDUSKOIVU,Betula,pendula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.91413930406201 60.18297700635486)
Puurekisteri_piste.25091,25091,P-33045-329,,SIBELIUKSEN PUISTO (A),Puisto,RAUDUSKOIVU,Betula,pendula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.914211799303516 60.18302984502855)
Puurekisteri_piste.25092,25092,P-33045-330,,SIBELIUKSEN PUISTO (A),Puisto,RAUDUSKOIVU,Betula,pendula,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.91413345626019 60.18301990434855)
Puurekisteri_piste.25094,25094,P-33049-123,,LINNANKOSKENKADUN PUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.910113351659902 60.183662338470505)
Puurekisteri_piste.25095,25095,P-33045-180,,SIBELIUKSEN PUISTO (A),Puisto,TERVALEPPÄ,Alnus,glutinosa,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.912763514519394 60.181835943159435)
Puurekisteri_piste.25096,25096,P-33045-181,,SIBELIUKSEN PUISTO (A),Puisto,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.91266379853518 60.181866526524466)
Puurekisteri_piste.25097,25097,P-33045-182,,SIBELIUKSEN PUISTO (A),Puisto,METSÄMÄNTY,Pinus,sylvestris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.912686192977315 60.181882722192356)
Puurekisteri_piste.25098,25098,P-33045-183,,SIBELIUKSEN PUISTO (A),Puisto,HIESKOIVU,Betula,pubescens,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.912777950490632 60.181897122599665)
Puurekisteri_piste.25100,25100,P-33046-159,,SIBELIUKSEN PUISTO (B),Puisto,PIHLAJA,Sorbus,sp.,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.915873532326412 60.181625853065)
Puurekisteri_piste.25101,25101,P-33046-160,,SIBELIUKSEN PUISTO (B),Puisto,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.9159978537852 60.181629346024735)
Puurekisteri_piste.24158,24158,K-27124,LAIVALAHDEN PUISTOTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,2002,Helsinki/MAKA,2026-02-27,POINT (25.031092533940868 60.18758252143131)
Puurekisteri_piste.24159,24159,K-27126,LAIVALAHDEN PUISTOTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,2002,Helsinki/MAKA,2026-02-27,POINT (25.031154366115143 60.18764000168543)
Puurekisteri_piste.24160,24160,K-27128,LAIVALAHDEN PUISTOTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,2002,Helsinki/MAKA,2026-02-27,POINT (25.03120735482456 60.18769380941208)
Puurekisteri_piste.24161,24161,K-27130,LAIVALAHDEN PUISTOTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,2002,Helsinki/MAKA,2026-02-27,POINT (25.031260152881856 60.18774447591054)
Puurekisteri_piste.24163,24163,K-27134,LAIVALAHDEN PUISTOTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,2002,Helsinki/MAKA,2026-02-27,POINT (25.031372832370923 60.18786177899868)
Puurekisteri_piste.24165,24165,K-27138,NEITOJENPOLKU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,2002,Helsinki/MAKA,2026-02-27,POINT (25.03690580863655 60.18684893374764)
Puurekisteri_piste.24166,24166,K-27140,NEITOJENPOLKU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,2002,Helsinki/MAKA,2026-02-27,POINT (25.03685208123058 60.18679234659181)
Puurekisteri_piste.24167,24167,K-27142,NEITOJENPOLKU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,2002,Helsinki/MAKA,2026-02-27,POINT (25.036953921559714 60.186897717289526)
Puurekisteri_piste.24168,24168,K-27144,NEITOJENPOLKU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,2002,Helsinki/MAKA,2026-02-27,POINT (25.03699140486027 60.186843645241524)
Puurekisteri_piste.24169,24169,K-27146,KILLINGHOLMANKUJA,,Katu,METSÄLEHMUS,Tilia,cordata,10 - 20 cm,2000,Helsinki/MAKA,2026-02-27,POINT (25.03544658949766 60.18589056422897)
Puurekisteri_piste.24170,24170,K-27148,KILLINGHOLMANKUJA,,Katu,METSÄLEHMUS,Tilia,cordata,10 - 20 cm,1999,Helsinki/MAKA,2026-02-27,POINT (25.035449123568036 60.18584209530071)
Puurekisteri_piste.24171,24171,K-27150,KILLINGHOLMANKUJA,,Katu,METSÄLEHMUS,Tilia,cordata,0 - 10 cm,2004,Helsinki/MAKA,2026-02-27,POINT (25.035466625960982 60.18579648550053)
Puurekisteri_piste.24172,24172,P-34042-6,,VAUHTIPUISTO,Puisto,RAUDUSKOIVU,Betula,pendula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.93459837796371 60.187506386830954)
Puurekisteri_piste.24174,24174,P-33078-7,,SAMMONPUISTIKKO,Puisto,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.92272498696677 60.17267845121817)
Puurekisteri_piste.24175,24175,P-33078-8,,SAMMONPUISTIKKO,Puisto,METSÄVAAHTERA,Acer,platanoides,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.922798305730137 60.172597198200805)
Puurekisteri_piste.24176,24176,P-33078-9,,SAMMONPUISTIKKO,Puisto,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.923010114647123 60.172343281663444)
Puurekisteri_piste.9198,9198,P-32041-7,,NEITSYTPUISTO,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.949733206867418 60.158619217499655)
Puurekisteri_piste.24388,24388,K-43922,KORVATUNTURINPOLKU,,Katu,SUOMENPIHLAJA,Sorbus,hybrida,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.111944918317942 60.240577182083015)
Puurekisteri_piste.24389,24389,K-43923,KORVATUNTURINPOLKU,,Katu,SUOMENPIHLAJA,Sorbus,hybrida,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.11194246116076 60.2405272831345)
Puurekisteri_piste.24390,24390,K-43924,KORVATUNTURINPOLKU,,Katu,SUOMENPIHLAJA,Sorbus,hybrida,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.111876144413323 60.24067098296803)
Puurekisteri_piste.24391,24391,K-43925,KORVATUNTURINPOLKU,,Katu,SUOMENPIHLAJA,Sorbus,hybrida,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.111868279566515 60.24062243810095)
Puurekisteri_piste.24394,24394,K-43928,KORVATUNTURINPOLKU,,Katu,SUOMENPIHLAJA,Sorbus,hybrida,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (25.11191891198299 60.240420421631455)
Puurekisteri_piste.24396,24396,K-44097,KONTULANKAARI,,Katu,LEHTIKUUSI,Larix,sp.,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.07954674943608 60.23751232238124)
Puurekisteri_piste.24398,24398,K-44099,KONTULANKAARI,,Katu,LEHTIKUUSI,Larix,sp.,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.079381136563597 60.23756843641833)
Puurekisteri_piste.24400,24400,K-44101,KONTULANKAARI,,Katu,LEHTIKUUSI,Larix,sp.,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (25.079205845257086 60.237638922220775)
Puurekisteri_piste.24401,24401,K-44102,KONTULANKAARI,,Katu,LEHTIKUUSI,Larix,sp.,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.079119554623944 60.23767447755663)
Puurekisteri_piste.24403,24403,K-44104,KONTULANKAARI,,Katu,LEHTIKUUSI,Larix,sp.,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (25.07894315189469 60.2377393099294)
Puurekisteri_piste.24405,24405,K-44106,KONTULANKAARI,,Katu,LEHTIKUUSI,Larix,sp.,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.078780099385746 60.23780277987161)
Puurekisteri_piste.24406,24406,K-44107,KONTULANKAARI,,Katu,LEHTIKUUSI,Larix,sp.,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.07868695513219 60.237839689378674)
Puurekisteri_piste.24407,24407,K-44108,KONTULANKAARI,,Katu,LEHTIKUUSI,Larix,sp.,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.078604411269538 60.23786635439744)
Puurekisteri_piste.24408,24408,K-44109,KONTULANKAARI,,Katu,LEHTIKUUSI,Larix,sp.,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.078504936813818 60.237900758232215)
Puurekisteri_piste.24411,24411,K-44112,KONTULANKAARI,,Katu,LEHTIKUUSI,Larix,sp.,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.07823536011085 60.23799702409981)
Puurekisteri_piste.24412,24412,P-34023-185,,LENININPUISTO,Puisto,RAUDUSKOIVU,Betula,pendula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.943937052048092 60.18965644519688)
Puurekisteri_piste.24413,24413,P-34023-186,,LENININPUISTO,Puisto,RAUDUSKOIVU,Betula,pendula,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94394470670139 60.18965100589456)
Puurekisteri_piste.24414,24414,P-34023-187,,LENININPUISTO,Puisto,RAUDUSKOIVU,Betula,pendula,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94393881987486 60.18962260891296)
Puurekisteri_piste.24415,24415,P-34023-188,,LENININPUISTO,Puisto,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.943872074988935 60.1895299708074)
Puurekisteri_piste.24417,24417,P-34023-190,,LENININPUISTO,Puisto,HIESKOIVU,Betula,pubescens,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94412103250154 60.18942291745827)
Puurekisteri_piste.24418,24418,P-34023-191,,LENININPUISTO,Puisto,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.944126594737035 60.18951469743892)
Puurekisteri_piste.24419,24419,P-34023-192,,LENININPUISTO,Puisto,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94425046298666 60.18952920814685)
Puurekisteri_piste.24420,24420,P-34023-193,,LENININPUISTO,Puisto,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94425081167282 60.18953962366875)
Puurekisteri_piste.24421,24421,P-34023-194,,LENININPUISTO,Puisto,HIESKOIVU,Betula,pubescens,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.944188861080733 60.18960569258363)
Puurekisteri_piste.24423,24423,P-34023-196,,LENININPUISTO,Puisto,KUUSI,Picea,sp.,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.944334994056863 60.18960252357543)
Puurekisteri_piste.24424,24424,P-45095-1,,KUNINKAANKARTANONSAARI,Puisto,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.98103527144362 60.21724701956111)
Puurekisteri_piste.24988,24988,P-34023-154,,LENININPUISTO,Puisto,RAUDUSKOIVU,Betula,pendula,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94359854120715 60.189354957490046)
Puurekisteri_piste.24989,24989,P-34023-155,,LENININPUISTO,Puisto,KOTIPIHLAJA,Sorbus,aucuparia,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.943667528831384 60.18935692438179)
Puurekisteri_piste.24990,24990,P-34023-156,,LENININPUISTO,Puisto,SEMBRAMÄNTY,Pinus,cembra,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.943584340891874 60.18940192750114)
Puurekisteri_piste.24991,24991,P-34023-157,,LENININPUISTO,Puisto,SEMBRAMÄNTY,Pinus,cembra,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.943571083969246 60.189411608369674)
Puurekisteri_piste.24992,24992,P-34023-158,,LENININPUISTO,Puisto,SEMBRAMÄNTY,Pinus,cembra,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94357019427395 60.18943346426405)
Puurekisteri_piste.24993,24993,P-34023-159,,LENININPUISTO,Puisto,JALOPÄHKINÄ,Juglans,sp.,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.943579245727726 60.18943616650188)
Puurekisteri_piste.24994,24994,P-34023-160,,LENININPUISTO,Puisto,SEMBRAMÄNTY,Pinus,cembra,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.943570277051467 60.18944527432848)
Puurekisteri_piste.24995,24995,K-43867,ISÄNNÄNPOLKU,,Katu,VENÄJÄNOMENAPUU,Malus,x robusta,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.081572691323313 60.238938025316976)
Puurekisteri_piste.24996,24996,K-43868,ISÄNNÄNPOLKU,,Katu,VENÄJÄNOMENAPUU,Malus,x robusta,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.081497321634565 60.23899214773815)
Puurekisteri_piste.24997,24997,K-43869,ISÄNNÄNPOLKU,,Katu,VENÄJÄNOMENAPUU,Malus,x robusta,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.08142493795683 60.23906628132854)
Puurekisteri_piste.24998,24998,K-43870,ISÄNNÄNPOLKU,,Katu,VENÄJÄNOMENAPUU,Malus,x robusta,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.081360900050566 60.239112222456725)
Puurekisteri_piste.24999,24999,K-43871,ISÄNNÄNPOLKU,,Katu,VENÄJÄNOMENAPUU,Malus,x robusta,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.081268352794353 60.23919750969553)
Puurekisteri_piste.25000,25000,K-43872,ISÄNNÄNPOLKU,,Katu,VENÄJÄNOMENAPUU,Malus,x robusta,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.081036276365662 60.23939551529163)
Puurekisteri_piste.25001,25001,K-43873,ISÄNNÄNPOLKU,,Katu,VENÄJÄNOMENAPUU,Malus,x robusta,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.080970471163738 60.239449446345716)
Puurekisteri_piste.25002,25002,K-43874,ISÄNNÄNPOLKU,,Katu,VENÄJÄNOMENAPUU,Malus,x robusta,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.080903245270783 60.23950822571926)
Puurekisteri_piste.24178,24178,P-43011-22,,KAPPELIESPLANADI,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.950011546505202 60.16773408377788)
Puurekisteri_piste.24179,24179,P-43011-23,,KAPPELIESPLANADI,Puisto,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94985942026025 60.1676097552404)
Puurekisteri_piste.24183,24183,P-43011-27,,KAPPELIESPLANADI,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.950625202361607 60.167819407475605)
Puurekisteri_piste.24184,24184,P-33020-39,,TOKOINRANTA,Puisto,RUOTSINPIHLAJA,Sorbus,intermedia,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.947369173193877 60.17999923337864)
Puurekisteri_piste.24185,24185,P-33020-40,,TOKOINRANTA,Puisto,METSÄVAAHTERA,Acer,platanoides,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.947490026227367 60.18014500037136)
Puurekisteri_piste.24186,24186,P-33020-49,,TOKOINRANTA,Puisto,LEHTIKUUSI,Larix,sp.,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.947116010562375 60.18047677735095)
Puurekisteri_piste.24187,24187,P-33020-50,,TOKOINRANTA,Puisto,METSÄVAAHTERA,Acer,platanoides,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.946953831502103 60.180542789029055)
Puurekisteri_piste.24188,24188,P-33020-51,,TOKOINRANTA,Puisto,KYNÄJALAVA,Ulmus,laevis,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94671774005777 60.180571938208914)
Puurekisteri_piste.24189,24189,P-33020-52,,TOKOINRANTA,Puisto,KYNÄJALAVA,Ulmus,laevis,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.946474254794914 60.180552849686116)
Puurekisteri_piste.24190,24190,P-33045-631,,SIBELIUKSEN PUISTO (A),Puisto,RAUDUSKOIVU,Betula,pendula,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.915449759672672 60.180808272420535)
Puurekisteri_piste.24191,24191,P-33045-632,,SIBELIUKSEN PUISTO (A),Puisto,RAUDUSKOIVU,Betula,pendula,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.915430427424806 60.1807718836843)
